candidate_id,pdg_id,tilt_id,delta,alpha,nf_run_id,checkpoint_path,checkpoint_sha256,model_config_hash,training_dataset_hash,utility_mode,sampling_seed,sample_index,px,py,pz,x,y,proposal_log_prob,physical_source_weight,fairship_transport_weight,coordinate_transform_id,coordinate_transform_status,mechanical_injection_verified,n_mctracks,n_sbt_hits,n_ubt_hits,n_tracker_points,current_mudis_preprocessing_eligible,n_dis_realizations,geant4_completed,shipreco_completed,technical_status
utility-pilot-UA_d0p1_a04-pdg13-00,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,0,4.377915648680338,0.37713953395601674,55.865095753213524,1.5126573486971284,0.415643379996597,-6.520813439968453,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,191,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg13-01,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,1,6.468095455943875,-0.5260370038069346,72.14327459633574,1.3255940750052537,-0.06644438713276608,-3.0748700844081505,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,151,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg13-02,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,2,5.336983115152902,0.04353897752124919,67.60242178037664,1.379307105546728,-0.026689117331094424,-2.7834725128444298,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,39,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg13-03,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,3,5.1435600914504445,0.0260859377785408,61.037093891004076,1.3578101513511518,0.04992181408198268,-2.924980615261422,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,22,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg13-04,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,4,6.779537332502564,-0.18890827557217893,92.34860837093971,1.3015293406870452,-0.06626388269279988,-2.582639669063912,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,165,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg13-05,13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_p13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_7d07ed8aa04d/checkpoint/state_dict.pt,2f11e47e62f90b88516dee15dd0efeb416d52e96a69836896714251c43a4801b,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,5f6a4d1bcd03eb5f63f0d865d7ecb2892ac90909b7b8be342d028bd5ecd3de18,UA,731013,5,6.976306293288118,0.5682854899809703,78.2328892975723,1.2713045835466998,-0.025328793231173773,-7.125158761623727,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,9,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg-13-00,-13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b/checkpoint/state_dict.pt,70294614e96db0f6d9b773a6b2888fdf7771135fe3e7d4d9ed77a7fb864b402f,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,4640b30587bb882f51221cd692abd02c446b0a97d2ac8831ebea6ce1977ee656,UA,731113,0,-4.926994818818223,0.16665392614418056,55.014393547391116,-1.3593005219955465,0.06720917234469977,-0.7691352702058847,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,56,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg-13-01,-13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b/checkpoint/state_dict.pt,70294614e96db0f6d9b773a6b2888fdf7771135fe3e7d4d9ed77a7fb864b402f,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,4640b30587bb882f51221cd692abd02c446b0a97d2ac8831ebea6ce1977ee656,UA,731113,1,-6.913670852594073,-1.0496723274766426,90.06962259353574,-1.2944791160694566,-0.22660470195170168,0.05987903109416415,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,62,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg-13-02,-13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b/checkpoint/state_dict.pt,70294614e96db0f6d9b773a6b2888fdf7771135fe3e7d4d9ed77a7fb864b402f,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,4640b30587bb882f51221cd692abd02c446b0a97d2ac8831ebea6ce1977ee656,UA,731113,2,-2.4025612635241633,0.4559426006435241,69.84624610595412,-0.8359068091063928,-0.04074601144440268,-11.605533871737867,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,52,0,1,0,False,,,,OK
utility-pilot-UA_d0p1_a04-pdg-13-03,-13,UA_d0p1_a04,0.1,4.0,D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b,/home/fabian/thesis/worktrees/ship-pi-demo-v0/artifacts/density_lab/pi_demo_v0/D9_utility_tilt_UA_d0p1_a04_m13_identity_cartesian_v0_pi_demo_cpu_affine_seed11_b06f8578d91b/checkpoint/state_dict.pt,70294614e96db0f6d9b773a6b2888fdf7771135fe3e7d4d9ed77a7fb864b402f,9a7b9b53c309d7313953ebd7e761e5e332884702b474c959d7402a1a64974b58,4640b30587bb882f51221cd692abd02c446b0a97d2ac8831ebea6ce1977ee656,UA,731113,3,-4.797899552146537,0.2997324435939113,67.00386118728073,-1.3716175685623742,0.1155444633304076,0.13786193362101962,,1.0,afterms_nominal_plane_to_current_shield_exit_plus_1cm_f73a305_v0,PROVISIONAL,True,89,0,1,0,False,,,,OK
